Temperature (°C),Humidity (%),Moisture (%),Soil Type,Crop Type,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),pH,Rainfall (mm),Pest Level,Recommended Fertilizer,Dosage (kg/acre),Apply_After_Days,Expected Yield (q/ha)
33.6,82,41,Black,Wheat,84,50,54,7.4,81,High,DAP,64.8,20,70.6
37.2,49,66,Clayey,Cotton,108,37,52,7.1,202,Low,NPK,51.4,29,67.7
33.7,67,58,Clayey,Maize,126,71,69,6.4,138,Medium,10-26-26,35.2,12,80.1
29.1,68,44,Black,Pulses,74,36,77,5.8,190,Low,10-26-26,43.3,17,82.3
35.7,45,20,Red,Pulses,50,56,64,7.5,248,High,MOP,55.7,7,67.5
35.7,71,47,Black,Wheat,144,46,66,6.0,280,Medium,DAP,61.8,12,81.8
32.6,50,63,Clayey,Maize,75,80,86,5.6,162,High,10-26-26,44.6,8,69.4
31.5,80,69,Red,Rice,81,62,54,7.8,110,High,Urea,68.0,19,87.4
20.2,76,70,Red,Cotton,83,33,93,5.5,255,Medium,Potash,35.3,32,106.3
29.9,49,23,Red,Cotton,149,41,100,7.4,243,Medium,Potash,40.0,35,77.4
36.4,57,59,Loamy,Maize,58,41,94,6.0,69,Low,NPK,45.2,11,81.2
34.1,78,55,Black,Groundnut,117,77,36,7.4,107,Low,DAP,46.2,17,80.7
23.2,59,62,Sandy,Rice,51,46,87,7.3,135,Medium,DAP,52.1,14,94.0
30.2,53,31,Loamy,Tomato,155,46,84,7.6,173,High,10-26-26,43.8,20,90.4
33.8,89,30,Sandy,Cotton,156,32,77,5.5,303,Low,Potash,38.0,33,104.2
34.4,58,56,Loamy,Cotton,51,41,100,7.9,338,High,NPK,83.4,22,80.0
29.8,52,49,Clayey,Tomato,60,22,93,7.2,196,High,Potash,48.8,22,77.2
23.9,46,40,Sandy,Wheat,80,64,61,8.1,218,Medium,Urea,67.7,9,87.7
28.5,40,65,Sandy,Groundnut,148,38,35,7.1,237,Medium,MOP,45.0,12,96.9
21.9,53,54,Black,Cotton,58,60,90,7.6,247,High,Potash,43.4,34,88.8
37.7,38,67,Clayey,Maize,71,36,93,5.4,306,High,10-26-26,65.8,18,57.9
26.8,62,40,Black,Groundnut,151,27,87,8.2,148,Low,DAP,47.5,18,95.2
35.5,44,26,Clayey,Groundnut,102,34,30,6.8,135,High,14-35-14,60.9,18,75.9
32.6,53,38,Sandy,Cotton,75,68,80,6.6,324,Medium,Potash,48.5,27,84.2
33.6,43,28,Red,Sugarcane,51,20,61,7.6,332,Low,10-26-26,53.8,21,68.7
26.6,39,20,Sandy,Soybean,140,75,73,6.7,270,Medium,14-35-14,47.9,10,86.3
36.9,81,20,Black,Wheat,103,80,61,5.5,234,High,DAP,73.3,13,67.5
21.6,47,29,Clayey,Tomato,54,57,93,6.6,331,Low,Potash,36.9,24,86.1
27.5,72,54,Red,Rice,128,41,100,7.3,248,High,Urea,80.3,10,68.3
30.4,53,45,Sandy,Soybean,82,33,72,6.0,137,High,14-35-14,48.9,20,83.1
32.5,45,37,Red,Groundnut,145,31,35,7.4,271,Medium,Urea,86.5,18,67.8
34.8,66,41,Black,Rice,160,72,92,6.3,339,Medium,NPK,60.9,8,86.9
29.7,58,50,Clayey,Wheat,107,26,63,5.8,199,Low,DAP,62.4,10,102.8
35.1,80,49,Sandy,Tomato,113,66,77,5.9,254,Medium,NPK,56.3,29,101.4
20.4,46,26,Clayey,Cotton,140,36,32,7.2,208,Low,NPK,48.8,26,82.2
30.4,86,20,Clayey,Wheat,98,68,66,6.8,214,Low,DAP,49.2,18,90.1
22.6,52,37,Loamy,Pulses,94,60,31,7.6,335,Medium,14-35-14,52.1,17,83.6
21.5,81,51,Red,Groundnut,155,74,86,6.7,83,High,Urea,58.6,19,76.7
29.2,77,70,Loamy,Groundnut,76,70,83,7.2,332,High,MOP,50.7,19,94.5
26.1,43,45,Clayey,Tomato,75,50,56,6.5,83,Medium,Potash,31.8,33,79.2
33.9,45,51,Loamy,Tomato,127,65,66,7.9,310,High,10-26-26,52.0,29,72.4
31.2,82,57,Black,Soybean,78,55,51,6.6,220,Low,MOP,40.5,10,99.5
23.1,58,70,Sandy,Soybean,100,73,63,6.4,139,Medium,14-35-14,41.0,18,80.7
27.5,64,42,Red,Soybean,84,36,99,5.9,103,Medium,14-35-14,36.4,11,76.9
34.5,88,55,Black,Rice,89,70,33,5.9,66,Low,NPK,44.9,12,106.5
23.3,75,70,Clayey,Cotton,121,65,88,7.2,191,Low,NPK,38.1,30,113.9
34.1,90,29,Clayey,Tomato,140,61,61,7.4,201,Medium,Potash,33.2,34,94.5
25.4,46,48,Sandy,Soybean,86,41,35,8.0,79,Low,14-35-14,39.8,16,87.2
29.9,43,32,Clayey,Wheat,134,31,42,6.2,109,Low,DAP,54.6,12,90.2
29.3,38,32,Black,Tomato,54,80,91,7.2,66,Medium,NPK,45.7,31,83.9
32.7,47,51,Black,Sugarcane,154,66,32,7.9,190,Medium,Urea,80.9,27,91.0
31.9,36,59,Sandy,Sugarcane,111,74,98,7.0,129,Low,Urea,60.6,28,101.9
21.3,80,31,Black,Wheat,85,72,53,5.8,289,Low,DAP,60.5,15,86.1
36.6,42,34,Red,Rice,52,55,77,5.8,192,Medium,Urea,74.7,19,80.8
29.3,53,34,Clayey,Sugarcane,123,59,97,6.5,292,Low,Urea,75.5,22,110.9
30.2,36,60,Red,Wheat,137,30,31,7.6,287,Low,NPK,60.5,10,66.6
26.9,46,22,Red,Pulses,128,24,64,6.7,127,High,MOP,38.4,16,68.8
28.0,84,55,Clayey,Wheat,137,37,56,6.1,144,Medium,DAP,56.1,9,79.4
33.9,70,28,Red,Groundnut,67,44,50,7.5,289,Low,Urea,87.5,19,92.2
27.4,84,20,Loamy,Soybean,147,54,92,5.8,321,Low,Potash,36.4,19,101.0
22.2,47,58,Red,Soybean,101,66,85,5.6,188,Low,14-35-14,40.4,19,93.5
27.6,88,69,Black,Cotton,129,27,74,7.6,256,High,Potash,43.6,20,82.9
26.3,70,28,Red,Sugarcane,71,61,40,5.6,69,Medium,10-26-26,35.6,28,91.0
21.8,52,20,Loamy,Pulses,115,74,63,6.6,196,Medium,14-35-14,38.6,15,81.5
36.1,60,63,Sandy,Sugarcane,114,50,80,5.7,256,Low,Urea,71.7,29,79.2
21.3,42,69,Sandy,Rice,146,54,65,8.0,230,Low,DAP,52.9,14,101.9
31.2,73,56,Sandy,Maize,113,53,53,5.3,270,Low,NPK,57.2,14,79.5
37.3,80,45,Black,Rice,104,38,46,5.8,232,Medium,NPK,68.9,17,107.4
28.0,45,41,Black,Rice,69,73,60,8.2,274,Low,NPK,54.7,16,83.4
33.8,43,23,Sandy,Pulses,50,51,81,5.6,183,Low,DAP,58.4,13,87.4
31.6,73,41,Black,Tomato,84,79,47,7.1,103,Medium,NPK,48.4,28,76.3
36.9,55,33,Loamy,Maize,142,40,33,7.7,299,Medium,NPK,69.9,20,91.9
33.0,75,20,Clayey,Wheat,67,47,83,7.5,139,High,DAP,64.8,13,83.6
25.0,41,51,Red,Maize,89,79,45,5.9,185,High,DAP,59.7,18,69.9
23.8,69,46,Sandy,Groundnut,68,57,32,6.2,156,Medium,MOP,36.6,18,97.3
33.8,44,64,Red,Cotton,63,23,73,6.5,114,Medium,Potash,35.3,24,67.0
30.8,57,34,Clayey,Wheat,62,49,48,6.6,258,Low,DAP,61.4,7,100.2
29.3,62,48,Clayey,Cotton,86,59,78,6.8,144,High,NPK,50.1,21,69.1
37.1,45,68,Black,Pulses,92,30,46,6.8,182,Medium,10-26-26,45.2,10,79.8
27.2,78,70,Black,Wheat,50,50,57,5.3,140,Low,DAP,52.8,12,96.5
33.5,65,58,Sandy,Sugarcane,155,24,79,7.7,246,High,Urea,93.6,34,75.0
28.9,35,25,Black,Wheat,76,74,58,5.2,165,Low,DAP,52.3,9,69.2
37.3,37,38,Clayey,Sugarcane,77,27,34,5.6,306,Medium,Urea,100.0,26,90.8
28.7,68,48,Black,Soybean,68,64,89,5.5,288,Medium,MOP,44.3,9,111.4
29.1,58,24,Red,Rice,72,66,92,7.3,295,Medium,Urea,86.0,8,113.6
24.0,70,44,Red,Wheat,104,65,34,7.8,291,Medium,NPK,58.8,16,92.2
23.5,82,65,Loamy,Pulses,70,70,83,7.8,54,Low,14-35-14,31.9,19,85.3
20.7,74,67,Black,Sugarcane,136,55,49,6.2,139,Medium,Urea,62.4,31,98.5
37.2,81,20,Red,Tomato,50,62,99,7.9,209,High,NPK,71.5,28,78.2
35.8,39,65,Sandy,Groundnut,118,60,38,5.4,278,High,MOP,52.0,15,79.0
23.2,87,69,Sandy,Tomato,137,29,39,5.9,140,Low,NPK,48.3,33,82.9
37.4,35,23,Loamy,Wheat,157,52,66,6.7,286,Medium,DAP,64.8,15,95.5
21.6,75,31,Clayey,Sugarcane,106,69,99,6.8,332,Medium,Urea,73.1,33,83.8
27.7,61,52,Sandy,Wheat,141,23,88,7.7,318,Low,Urea,86.0,20,112.2
35.4,71,64,Clayey,Rice,80,29,76,7.5,193,Low,Urea,68.4,10,109.6
20.5,52,65,Red,Sugarcane,102,70,71,6.6,149,Low,10-26-26,30.7,24,110.0
23.3,38,57,Sandy,Pulses,57,77,63,8.0,317,Low,DAP,61.1,8,76.7
24.2,83,39,Loamy,Soybean,102,39,78,7.3,173,High,Potash,38.3,11,78.0
37.1,37,53,Black,Cotton,68,21,47,6.4,183,Low,Potash,43.4,29,69.8
25.0,69,29,Sandy,Maize,91,45,73,5.7,201,Medium,NPK,47.4,11,84.5
27.2,50,32,Loamy,Tomato,139,50,91,7.7,90,Low,10-26-26,27.5,33,84.4
36.5,52,44,Clayey,Wheat,112,32,73,7.1,68,Medium,DAP,47.0,7,92.3
37.8,76,49,Black,Cotton,90,42,37,7.4,350,Low,Potash,49.2,29,107.2
34.9,65,65,Sandy,Soybean,82,75,50,5.7,60,Medium,14-35-14,41.1,19,87.8
21.2,52,70,Sandy,Maize,99,69,87,7.4,115,Medium,NPK,40.3,9,94.5
21.0,73,43,Red,Groundnut,76,80,57,6.6,163,Medium,Urea,69.7,11,98.1
36.1,71,52,Black,Tomato,137,45,68,7.2,245,Medium,NPK,57.8,33,91.9
27.3,76,25,Red,Tomato,89,20,85,7.6,159,High,NPK,58.7,23,84.7
36.1,85,52,Clayey,Groundnut,108,48,76,7.3,256,Medium,14-35-14,55.4,11,115.1
30.6,83,24,Sandy,Rice,60,32,50,6.9,102,Low,DAP,50.1,10,92.4
24.0,59,47,Red,Rice,111,56,40,7.8,247,Medium,Urea,82.1,11,79.3
25.8,74,61,Loamy,Wheat,113,40,97,7.7,317,High,DAP,72.7,9,71.1
37.5,46,58,Red,Sugarcane,138,59,58,6.2,85,High,10-26-26,38.2,29,62.9
28.8,56,58,Clayey,Cotton,126,47,55,6.4,212,High,NPK,62.8,21,87.6
23.1,76,50,Black,Pulses,111,60,74,6.0,113,High,10-26-26,39.2,18,93.6
22.4,68,61,Black,Tomato,128,59,98,6.8,194,Medium,NPK,43.9,28,113.8
34.2,87,44,Black,Pulses,86,20,69,5.2,277,High,10-26-26,65.0,13,72.3
25.2,49,32,Clayey,Soybean,58,24,76,7.9,293,High,MOP,57.1,9,73.5
28.9,61,30,Black,Maize,94,59,88,7.0,277,Medium,Urea,82.4,7,108.8
20.6,86,48,Loamy,Groundnut,66,46,98,7.8,250,Medium,MOP,41.7,17,106.6
35.4,71,45,Black,Rice,147,20,63,5.7,79,High,NPK,49.8,7,64.4
27.9,45,33,Black,Maize,79,44,61,8.1,112,Low,Urea,64.8,11,68.4
21.2,51,65,Loamy,Cotton,133,36,69,5.9,308,High,NPK,61.6,29,72.8
22.3,52,64,Sandy,Groundnut,152,67,45,8.0,101,High,MOP,33.5,9,66.2
35.3,62,23,Red,Sugarcane,59,32,64,7.9,313,Low,10-26-26,47.4,33,82.3
33.8,70,54,Clayey,Tomato,93,72,82,8.2,177,Medium,Potash,39.1,29,113.4
30.4,50,32,Red,Rice,97,57,38,7.4,99,High,Urea,77.1,16,73.0
22.5,57,42,Black,Cotton,142,63,32,6.6,294,High,Potash,46.0,31,72.2
30.1,89,70,Black,Sugarcane,91,29,63,7.9,66,Low,Urea,54.9,29,82.4
37.0,36,54,Black,Groundnut,159,71,94,8.1,86,Medium,DAP,50.9,15,96.1
23.7,38,59,Red,Wheat,117,37,77,6.1,332,High,NPK,67.0,7,73.3
31.9,51,65,Sandy,Tomato,80,35,34,8.0,272,Medium,NPK,60.7,26,86.5
20.6,90,69,Red,Groundnut,122,79,93,5.3,342,Low,Urea,63.7,16,114.8
24.4,76,50,Loamy,Pulses,113,33,44,5.6,100,Medium,14-35-14,41.5,15,100.6
27.8,87,63,Black,Cotton,57,47,42,8.1,162,Low,Potash,32.1,20,80.9
27.9,67,37,Loamy,Sugarcane,54,23,45,6.2,143,High,Urea,82.5,27,66.5
33.8,73,32,Black,Groundnut,77,20,39,7.9,290,High,DAP,86.8,20,66.8
22.2,66,67,Sandy,Cotton,148,35,30,6.0,270,Low,Potash,41.4,25,83.5
30.7,70,34,Clayey,Cotton,77,64,64,5.6,192,Medium,NPK,55.3,30,99.6
33.3,61,23,Red,Soybean,64,66,37,6.8,210,High,14-35-14,63.8,20,66.7
30.9,45,43,Sandy,Pulses,131,28,85,8.0,180,Medium,DAP,59.2,19,97.0
20.2,58,63,Black,Sugarcane,120,22,34,6.8,157,Medium,Urea,64.7,25,105.5
27.2,73,29,Clayey,Tomato,127,55,65,5.5,224,High,Potash,43.2,35,95.9
33.5,66,43,Clayey,Tomato,65,66,87,5.6,201,Low,Potash,34.8,25,92.7
30.4,81,51,Sandy,Sugarcane,58,71,78,5.2,304,High,Urea,87.8,23,94.3
34.8,90,43,Red,Cotton,152,57,71,6.3,207,Medium,Potash,39.8,35,89.8
26.2,87,28,Red,Groundnut,114,52,69,5.9,238,Low,Urea,59.6,19,109.6
34.0,67,67,Clayey,Pulses,160,70,31,7.3,111,Medium,DAP,57.6,11,75.7
35.5,43,56,Loamy,Sugarcane,63,26,89,7.6,279,High,Urea,102.8,26,60.0
23.7,75,26,Clayey,Pulses,102,40,74,5.8,260,Low,DAP,55.4,14,98.3
37.7,43,54,Sandy,Maize,127,46,67,6.6,106,High,NPK,52.4,15,58.1
28.1,49,41,Black,Wheat,113,52,50,7.5,283,Medium,DAP,72.8,10,76.6
33.3,80,22,Red,Tomato,135,31,31,7.3,175,High,NPK,64.3,24,69.7
34.0,60,35,Red,Rice,97,56,87,5.5,101,Medium,Urea,57.6,11,108.7
32.0,82,25,Clayey,Soybean,101,43,30,6.5,65,Low,MOP,32.8,7,79.6
24.6,47,31,Loamy,Wheat,147,74,52,7.0,116,High,DAP,50.9,19,66.1
36.4,62,56,Clayey,Soybean,80,35,75,7.1,220,Medium,MOP,41.9,7,90.0
21.6,58,62,Clayey,Maize,156,39,82,5.7,324,Medium,10-26-26,46.7,7,109.4
31.4,75,42,Red,Tomato,105,77,37,6.8,319,Medium,NPK,61.8,25,112.0
20.6,80,65,Red,Tomato,129,64,69,6.4,271,Medium,NPK,50.9,34,94.3
25.5,65,58,Red,Cotton,50,75,76,5.8,336,Low,Potash,38.6,21,88.0
30.6,72,48,Red,Tomato,158,60,64,7.9,102,High,NPK,48.0,30,91.9
29.8,55,41,Sandy,Pulses,78,70,77,5.2,232,High,DAP,67.3,15,84.0
36.3,57,34,Sandy,Rice,159,33,57,7.3,336,Low,DAP,70.9,16,84.2
28.7,41,21,Red,Maize,82,47,71,5.7,280,Medium,DAP,66.5,7,90.3
33.5,72,55,Loamy,Cotton,122,51,95,6.1,61,Low,NPK,36.9,24,86.6
29.0,86,57,Loamy,Soybean,82,65,45,6.1,97,High,Potash,36.5,14,84.2
22.5,80,20,Sandy,Cotton,126,68,36,6.4,213,Low,Potash,34.7,30,76.9
23.8,41,52,Red,Wheat,66,67,66,7.5,109,Medium,NPK,43.9,15,87.1
31.6,52,38,Loamy,Rice,141,48,50,7.0,275,Low,Urea,80.9,19,97.1
32.1,73,62,Black,Maize,67,49,58,5.7,330,Medium,Urea,97.8,7,96.4
30.7,50,56,Clayey,Tomato,62,79,90,5.5,300,High,Potash,53.2,34,70.1
35.2,84,57,Clayey,Sugarcane,99,50,39,5.3,209,High,Urea,89.4,27,88.5
35.8,86,28,Sandy,Cotton,72,78,36,7.2,279,Medium,Potash,45.4,33,107.5
27.5,38,46,Loamy,Tomato,153,79,37,6.9,189,Medium,10-26-26,41.6,31,77.9
29.4,65,30,Sandy,Tomato,143,21,33,7.5,232,High,NPK,67.7,33,67.4
28.9,55,47,Black,Maize,62,39,30,6.4,94,High,Urea,83.5,17,80.1
20.3,46,45,Clayey,Wheat,122,36,51,6.0,190,Low,DAP,54.7,20,81.9
20.0,41,34,Sandy,Soybean,84,54,87,7.5,145,Medium,14-35-14,41.4,7,71.3
37.4,55,54,Black,Pulses,131,24,51,8.1,92,High,10-26-26,42.3,10,70.0
27.2,36,47,Red,Groundnut,141,61,53,7.3,245,High,Urea,89.5,20,81.8
30.3,88,37,Black,Pulses,111,52,81,7.3,192,Medium,10-26-26,42.1,11,95.8
21.0,37,27,Loamy,Maize,110,30,87,6.4,96,High,NPK,43.8,10,65.3
31.5,65,48,Clayey,Cotton,62,24,30,5.9,62,High,NPK,56.5,32,62.8
35.3,56,60,Loamy,Wheat,67,79,52,6.9,68,High,DAP,61.9,15,79.3
22.5,44,40,Clayey,Wheat,102,49,37,5.4,326,High,DAP,87.7,19,58.1
33.0,49,32,Red,Sugarcane,80,56,43,6.0,227,Medium,10-26-26,45.1,25,89.6
30.5,44,56,Red,Cotton,116,53,47,6.3,160,Low,Potash,31.4,33,92.8
25.4,86,49,Clayey,Cotton,89,39,86,6.7,114,High,NPK,47.1,20,87.2
20.3,89,64,Red,Tomato,67,22,40,8.1,74,Low,NPK,41.7,26,90.9
23.3,85,60,Black,Pulses,117,21,36,6.8,63,High,10-26-26,40.0,17,83.5
35.8,63,46,Red,Pulses,93,40,38,5.7,203,Low,MOP,45.4,13,92.9
34.7,48,44,Loamy,Groundnut,81,61,49,7.9,338,Medium,MOP,52.7,9,90.1
31.5,35,61,Red,Tomato,147,79,82,7.9,88,Low,NPK,37.0,29,82.6
37.9,41,67,Black,Soybean,160,38,50,6.2,60,Medium,MOP,38.5,19,87.9
37.6,35,61,Loamy,Soybean,115,38,77,5.2,115,High,Potash,40.1,8,66.2
31.7,39,28,Black,Rice,154,63,100,5.8,247,Low,NPK,50.9,11,79.5
34.3,70,44,Red,Soybean,91,73,34,7.1,322,High,14-35-14,70.9,16,91.5
34.5,89,41,Loamy,Pulses,137,24,78,6.0,115,Low,14-35-14,43.3,16,87.6
25.3,71,48,Sandy,Pulses,136,62,41,8.0,213,High,DAP,67.6,19,75.3
20.6,68,22,Red,Wheat,156,34,58,5.4,225,High,NPK,63.2,15,92.5
24.1,40,63,Sandy,Cotton,126,38,50,6.0,315,High,Potash,46.8,26,81.6
25.5,63,33,Clayey,Cotton,92,22,99,5.5,239,Low,NPK,54.6,26,82.6
28.5,72,27,Black,Pulses,101,64,49,5.9,50,High,10-26-26,38.4,13,75.3
33.8,54,37,Black,Groundnut,91,61,97,6.1,51,Medium,DAP,50.9,16,105.9
27.0,49,50,Sandy,Soybean,133,64,40,6.1,179,High,14-35-14,48.5,14,80.0
31.4,90,65,Black,Groundnut,62,65,99,7.7,60,Low,DAP,44.2,9,81.3
27.8,69,28,Red,Tomato,157,64,40,6.9,61,Low,NPK,34.4,22,87.4
29.4,74,26,Red,Pulses,111,25,78,7.4,175,Low,MOP,36.2,19,95.6
23.6,77,60,Clayey,Wheat,129,56,76,7.1,120,High,DAP,55.4,10,94.1
26.8,44,57,Red,Tomato,95,41,73,7.2,122,High,NPK,49.3,33,63.6
23.0,47,24,Clayey,Sugarcane,93,57,54,6.2,229,Low,Urea,67.0,35,92.6
31.1,63,64,Red,Soybean,53,48,55,7.4,86,Low,14-35-14,41.4,10,96.9
25.4,54,54,Red,Soybean,152,26,85,7.8,160,High,14-35-14,49.9,15,94.9
28.5,85,38,Loamy,Soybean,142,79,72,5.7,94,High,Potash,34.7,14,84.1
34.6,72,46,Red,Soybean,75,61,38,7.0,63,Medium,14-35-14,38.3,11,101.4
37.3,82,27,Red,Cotton,133,50,51,7.5,299,Medium,Potash,40.9,23,94.6
27.9,70,20,Clayey,Sugarcane,50,67,61,6.6,337,Medium,Urea,89.8,29,94.6
37.1,55,23,Black,Sugarcane,65,80,73,5.2,59,High,Urea,66.7,31,88.7
29.4,41,21,Loamy,Sugarcane,70,51,60,5.8,214,Medium,Urea,79.0,28,77.6
30.0,51,25,Sandy,Rice,121,34,83,7.3,95,Medium,DAP,51.2,18,108.4
22.1,54,27,Clayey,Tomato,92,78,96,6.9,195,High,Potash,35.1,26,90.4
35.1,55,25,Black,Cotton,75,62,89,6.5,133,Medium,Potash,34.7,22,86.9
29.5,48,35,Loamy,Rice,142,23,56,5.6,266,Medium,Urea,76.0,17,80.6
36.8,44,33,Clayey,Maize,139,69,45,7.9,334,Low,10-26-26,43.8,11,80.6
23.0,58,39,Red,Pulses,82,79,51,7.7,230,Low,MOP,37.8,19,85.0
21.3,48,61,Sandy,Groundnut,87,65,79,7.8,253,Medium,MOP,41.5,12,93.4
36.0,39,38,Sandy,Sugarcane,108,41,61,6.6,258,Medium,Urea,76.6,33,69.9
24.8,35,66,Red,Wheat,103,49,38,7.0,224,Medium,NPK,53.1,8,78.1
36.9,57,24,Red,Soybean,128,80,78,7.7,94,Medium,14-35-14,42.8,17,93.9
33.4,39,22,Black,Cotton,123,55,35,6.6,337,High,Potash,48.7,23,71.0
20.8,55,51,Red,Tomato,89,77,92,5.3,146,Low,NPK,39.6,23,86.3
33.5,52,68,Loamy,Pulses,78,50,67,6.4,170,Medium,14-35-14,42.1,16,85.9
37.5,59,39,Sandy,Rice,142,36,68,7.5,170,Low,DAP,52.3,13,107.7
23.6,46,41,Black,Wheat,50,78,38,5.5,226,Low,DAP,52.6,13,87.6
34.3,37,66,Sandy,Groundnut,107,23,66,5.6,214,High,MOP,47.9,17,57.6
36.1,63,49,Sandy,Rice,124,41,38,6.8,131,High,DAP,69.5,9,62.2
27.2,68,45,Black,Wheat,142,79,33,6.5,193,Low,DAP,48.8,10,102.4
26.9,81,34,Sandy,Groundnut,98,52,70,6.1,59,High,MOP,31.5,15,68.4
23.2,89,45,Red,Sugarcane,136,60,77,6.8,271,High,10-26-26,48.6,31,78.3
30.0,80,55,Loamy,Pulses,110,27,91,7.7,295,Low,14-35-14,51.0,17,111.9
24.3,38,63,Clayey,Cotton,107,41,73,5.7,192,Medium,NPK,49.0,35,95.8
34.8,59,38,Clayey,Maize,122,49,73,5.2,171,Medium,10-26-26,42.2,13,89.0
22.2,73,54,Clayey,Maize,68,24,79,7.2,146,Low,10-26-26,35.0,14,99.1
36.7,77,55,Black,Sugarcane,159,49,85,5.5,208,Medium,Urea,72.2,31,85.9
27.6,38,51,Sandy,Groundnut,106,75,33,5.9,295,High,MOP,48.2,15,62.2
33.9,61,53,Sandy,Pulses,138,29,87,5.7,52,Low,DAP,46.4,13,103.7
22.7,83,52,Loamy,Wheat,109,51,81,6.3,198,Low,DAP,47.9,16,92.6
37.4,51,70,Clayey,Rice,140,76,58,5.9,268,Low,Urea,75.7,11,93.9
35.3,44,68,Loamy,Rice,77,74,93,5.6,134,High,Urea,77.0,12,84.3
35.4,66,39,Sandy,Groundnut,87,41,39,8.1,161,High,MOP,50.5,18,70.0
29.4,79,31,Clayey,Pulses,157,42,39,7.7,188,High,DAP,69.1,19,83.1
25.6,64,27,Red,Wheat,63,21,91,5.7,345,High,NPK,71.2,14,81.0
35.5,77,21,Red,Tomato,140,74,61,5.4,214,High,NPK,64.9,31,87.0
26.7,60,67,Sandy,Tomato,124,29,67,7.9,62,High,NPK,46.4,26,87.7
29.0,58,24,Clayey,Maize,63,45,62,5.4,155,High,10-26-26,51.2,20,64.2
24.3,56,70,Black,Maize,59,52,96,7.1,130,High,Urea,69.7,15,66.1
27.3,83,40,Loamy,Maize,139,33,99,5.6,181,Low,NPK,41.4,18,79.2
20.7,61,55,Sandy,Tomato,70,72,91,5.4,246,Low,NPK,45.9,28,78.1
25.6,64,67,Red,Maize,101,74,52,6.7,301,Low,DAP,63.8,15,92.0
25.6,68,69,Black,Groundnut,98,44,88,7.3,323,Medium,DAP,73.3,19,105.7
36.9,77,43,Red,Pulses,101,57,49,7.0,73,Medium,MOP,38.0,14,76.0
34.0,59,66,Sandy,Sugarcane,143,34,83,5.4,288,High,Urea,88.1,31,88.1
36.6,45,28,Clayey,Sugarcane,86,79,95,6.5,342,Low,Urea,89.7,21,75.8
25.2,36,24,Black,Tomato,111,22,64,8.2,154,High,NPK,56.9,35,69.2
24.5,46,41,Red,Wheat,80,21,98,6.0,103,High,NPK,52.9,8,52.8
23.9,45,34,Loamy,Rice,106,58,57,7.3,329,Medium,Urea,79.3,20,86.6
21.7,90,28,Clayey,Pulses,51,41,89,7.1,143,High,DAP,62.9,10,61.8
36.8,86,63,Sandy,Cotton,95,60,94,5.8,183,Medium,Potash,35.2,20,79.9
34.3,48,36,Loamy,Wheat,89,67,45,8.1,144,Medium,DAP,63.5,14,98.0
25.4,89,20,Loamy,Tomato,148,38,73,7.5,269,High,10-26-26,46.8,33,81.9
24.3,56,35,Loamy,Sugarcane,133,67,60,6.1,57,Medium,Urea,49.7,20,96.9
29.9,77,40,Red,Soybean,53,66,58,7.6,238,Low,14-35-14,44.8,8,87.3
30.5,60,48,Clayey,Sugarcane,100,20,82,5.8,76,Medium,Urea,59.8,35,77.3
26.0,61,56,Loamy,Soybean,58,63,91,7.3,65,Medium,Potash,27.6,10,83.5
23.6,68,22,Red,Pulses,130,67,90,7.2,208,Low,MOP,33.3,18,88.1
20.6,50,42,Loamy,Sugarcane,57,53,40,7.7,267,Low,Urea,75.8,33,93.9
21.9,51,69,Loamy,Tomato,64,32,94,5.6,305,Low,10-26-26,48.5,24,73.9
32.1,43,26,Clayey,Sugarcane,103,54,71,6.2,337,Low,Urea,76.1,32,90.1
22.3,45,43,Loamy,Maize,124,22,48,5.9,342,High,NPK,76.2,17,72.8
21.0,48,30,Sandy,Rice,88,35,96,5.5,177,Medium,DAP,51.3,7,88.1
27.8,65,46,Sandy,Maize,153,73,79,6.2,264,Medium,NPK,53.2,17,102.1
26.5,57,48,Red,Wheat,70,57,77,8.0,124,High,NPK,54.0,13,78.7
23.4,69,62,Black,Groundnut,111,59,42,6.7,56,Low,DAP,41.8,17,78.0
22.6,45,45,Sandy,Sugarcane,65,50,92,7.8,64,High,Urea,59.1,25,75.3
23.9,43,34,Loamy,Maize,125,74,84,5.5,191,High,NPK,48.6,20,76.7
26.0,47,55,Black,Rice,113,77,85,5.6,284,Medium,NPK,58.1,14,98.0
27.3,57,66,Loamy,Soybean,153,45,46,7.1,303,Medium,Potash,39.9,16,92.8
34.2,80,39,Sandy,Sugarcane,95,72,91,7.1,235,High,Urea,79.6,30,88.2
36.5,52,50,Sandy,Rice,130,79,65,6.2,295,High,DAP,75.8,14,85.4
29.7,74,55,Loamy,Rice,101,32,67,6.9,128,High,Urea,71.1,12,85.1
21.3,73,29,Loamy,Maize,126,25,92,8.1,282,Low,NPK,51.0,12,111.3
36.4,68,68,Loamy,Groundnut,100,56,36,5.9,154,Low,MOP,33.7,20,89.6
28.1,86,32,Red,Maize,112,70,32,7.7,267,Low,DAP,54.9,16,100.5
29.3,69,44,Clayey,Soybean,144,47,34,7.1,205,Low,MOP,41.0,19,99.6
32.7,37,26,Loamy,Tomato,94,73,86,6.9,318,Low,10-26-26,49.0,31,86.8
35.7,90,26,Sandy,Cotton,51,50,99,7.9,184,Low,Potash,38.7,28,87.1
